movieId,title,tagline,overview,keywords,genres,release_date,budget
2395,Rushmore,Love. Expulsion. Revolution.,"When a beautiful first-grade teacher arrives at a prep school, she soon attracts the attention of an ambitious teenager named Max, who quickly falls in love with her. Max turns to the father of two of his schoolmates for advice on how to woo the teacher. However, the situation soon gets complicated when Max's new friend becomes involved with her, setting the two pals against one another in a war for her attention.","[{""id"": 3551, ""name"": ""private school""}, {""id"": 3568, ""name"": ""lone wolf""}, {""id"": 4326, ""name"": ""theatre play""}, {""id"": 4333, ""name"": ""theatre group""}, {""id"": 6521, ""name"": ""theatre director""}, {""id"": 10183, ""name"": ""independent film""}]","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1998-09-17,9000000
2396,Shakespeare in Love,Love is the only inspiration.,"Young Shakespeare is forced to stage his latest comedy, ""Romeo and Ethel, the Pirate's Daughter,"" before it's even written. When a lovely noblewoman auditions for a role, they fall into forbidden love -- and his play finds a new life (and title). As their relationship progresses, Shakespeare's comedy soon transforms into tragedy.","[{""id"": 497, ""name"": ""shakespeare""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 3089, ""name"": ""oscar award""}, {""id"": 4326, ""name"": ""theatre play""}, {""id"": 4333, ""name"": ""theatre group""}, {""id"": 5914, ""name"": ""writer's block""}, {""id"": 6034, ""name"": ""theatre milieu""}, {""id"": 10818, ""name"": ""author""}, {""id"": 190531, ""name"": ""speculative""}, {""id"": 190532, ""name"": ""false history""}]","[{""id"": 10749, ""name"": ""Romance""}, {""id"": 36, ""name"": ""History""}]",1998-12-11,25000000
2401,Pale Rider,... and hell followed with him.,A small gold mining camp is terrorised by a ruthless land owner wanting to take their land. Clint Eastwood arrives riding a pale horse just as a young girl is praying to God to help the miners. He is revealed to be a preacher with mysterious and possible otherworldly origins who teams up with the miners to defeat the land owner and the corrupt sheriff.,"[{""id"": 75, ""name"": ""gunslinger""}, {""id"": 797, ""name"": ""showdown""}, {""id"": 1502, ""name"": ""marshal""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 1960, ""name"": ""mine""}, {""id"": 3591, ""name"": ""settler""}, {""id"": 6816, ""name"": ""gold mining town""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15127, ""name"": ""killer""}, {""id"": 18072, ""name"": ""preacher""}, {""id"": 189392, ""name"": ""gold miner""}, {""id"": 198141, ""name"": ""strange person""}]","[{""id"": 10749, ""name"": ""Romance""}, {""id"": 37, ""name"": ""Western""}]",1985-06-28,0
2402,Rambo: First Blood Part II,"What most people call hell, he calls home.",John Rambo is released from prison by the government for a top-secret covert mission to the last place on Earth he'd want to return - the jungles of Vietnam.,"[{""id"": 279, ""name"": ""usa""}, {""id"": 422, ""name"": ""vietnam veteran""}, {""id"": 1375, ""name"": ""submachine gun""}, {""id"": 1563, ""name"": ""prisoner""}, {""id"": 1968, ""name"": ""prisoners of war""}, {""id"": 2019, ""name"": ""liberation of prisoners""}, {""id"": 2434, ""name"": ""liberation""}, {""id"": 2956, ""name"": ""vietnam""}, {""id"": 2957, ""name"": ""vietnam war""}, {""id"": 3713, ""name"": ""chase""}, {""id"": 4276, ""name"": ""machinegun""}, {""id"": 4595, ""name"": ""u.s. army""}, {""id"": 5774, ""name"": ""forest""}, {""id"": 6025, ""name"": ""photography""}, {""id"": 6086, ""name"": ""government""}, {""id"": 6091, ""name"": ""war""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 33705, ""name"": ""agent""}, {""id"": 197602, ""name"": ""denunciation""}]","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",1985-05-21,44000000
2404,Rambo III,The first was for himself. The second for his country. This time it's to save his friend.,"Combat has taken its toll on Rambo, but he's finally begun to find inner peace in a monastery. When Rambo's friend and mentor Col. Trautman asks for his help on a top secret mission to Afghanistan, Rambo declines but must reconsider when Trautman is captured.","[{""id"": 271, ""name"": ""competition""}, {""id"": 1375, ""name"": ""submachine gun""}, {""id"": 2111, ""name"": ""soviet union""}, {""id"": 2434, ""name"": ""liberation""}, {""id"": 2808, ""name"": ""russian""}, {""id"": 3055, ""name"": ""soviet troops""}, {""id"": 3434, ""name"": ""thailand""}, {""id"": 3538, ""name"": ""freedom fighter""}, {""id"": 3541, ""name"": ""afghanistan""}, {""id"": 4269, ""name"": ""war on freedom""}, {""id"": 4276, ""name"": ""machinegun""}, {""id"": 5389, ""name"": ""mujahid""}, {""id"": 10328, ""name"": ""reality show""}, {""id"": 10511, ""name"": ""western""}, {""id"": 161048, ""name"": ""japanese food""}, {""id"": 168622, ""name"": ""soap opera""}]","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",1988-05-24,63000000
2414,Young Sherlock Holmes,"Before a lifetime of adventure, they lived the adventure of a lifetime.","Sherlock Holmes and Dr. Watson meet as boys in an English Boarding school. Holmes is known for his deductive ability even as a youth, amazing his classmates with his abilities. When they discover a plot to murder a series of British business men by an Egyptian cult, they move to stop it.","[{""id"": 212, ""name"": ""london england""}, {""id"": 2921, ""name"": ""school friend""}, {""id"": 3684, ""name"": ""religion and supernatural""}, {""id"": 9401, ""name"": ""sherlock holmes""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1985-12-04,18000000
2424,You've Got Mail,Someone you pass on the street may already be the love of your life.,"Book superstore magnate, Joe Fox and independent book shop owner, Kathleen Kelly fall in love in the anonymity of the Internet – both blissfully unaware that he's putting her out of business.","[{""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 182195, ""name"": ""online dating""}, {""id"": 187056, ""name"": ""woman director""}]","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1998-12-17,65000000
2429,Mighty Joe Young,Survival is an instinct.,"As a child living in Africa, Jill Young saw her mother killed while protecting wild gorillas from poachers led by Andrei Strasser. Now an adult, Jill cares for an orphaned gorilla named Joe -- who, due to a genetic anomaly, is 15 feet tall. When Gregg O'Hara arrives from California and sees the animal, he convinces Jill that Joe would be safest at his wildlife refuge. But Strasser follows them to the U.S., intent on capturing Joe for himself.","[{""id"": 690, ""name"": ""gorilla""}, {""id"": 3737, ""name"": ""dying and death""}]","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",1998-12-25,90000000
2431,Patch Adams,Laughter is contagious,"Meet Patch Adams, a doctor who doesn't look, act or think like any doctor you've met before. For Patch, humor is the best medicine, and he's willing to do just anything to make his patients laugh - even if it means risking his own career.","[{""id"": 428, ""name"": ""nurse""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 173339, ""name"": ""laughter""}]","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1998-12-25,50000000
2432,Stepmom,Be there for the joy. Be there for the tears. Be there for each other.,"Jackie is a divorced mother of two. Isabel is the career minded girlfriend of Jackie’s ex-husband Luke, forced into the role of unwelcome stepmother to their children. But when Jackie discovers she is ill, both women realise they must put aside their differences to find a common ground and celebrate life to the fullest, while they have the chance.","[{""id"": 15160, ""name"": ""divorce""}, {""id"": 15161, ""name"": ""rebellious daughter""}, {""id"": 15163, ""name"": ""freeze frame""}, {""id"": 15164, ""name"": ""custody""}, {""id"": 15165, ""name"": ""school play""}, {""id"": 15166, ""name"": ""photo shoot""}]","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1998-12-25,0
2436,Tea with Mussolini,,"Semi-autobiographical film directed by Franco Zeffirelli, telling the story of young Italian boy Luca's upbringing by a circle of English and American women, before and during World War II.","[{""id"": 131, ""name"": ""italy""}, {""id"": 612, ""name"": ""hotel""}, {""id"": 936, ""name"": ""loss of mother""}, {""id"": 1704, ""name"": ""ambassador""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 2143, ""name"": ""loss of parents""}, {""id"": 4129, ""name"": ""widow""}, {""id"": 8077, ""name"": ""benito mussolini""}, {""id"": 10183, ""name"": ""independent film""}]","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",1999-03-25,12000000
2445,At First Sight,Science gave him sight. She gave him vision.,A blind man has an operation to regain his sight at the urging of his girlfriend and must deal with the changes to his life.,"[{""id"": 33768, ""name"": ""blind""}, {""id"": 209022, ""name"": ""massage therapist""}]","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1999-01-15,0
2446,In Dreams,You don't have to sleep to dream,"Claire Cooper dreams strange things from time to time. One night, she dreams about a little girl being taken away by a stranger...","[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 4942, ""name"": ""victim of murder""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 155440, ""name"": ""hitchcockian""}]","[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1999-01-15,0
2447,Varsity Blues,It takes a hero to know what's worth winning.,"In small-town Texas, high school football is a religion, 17-year-old schoolboys carry the hopes of an entire community onto the gridiron every Friday night. When star quarterback Lance Harbor suffers an injury, the Coyotes are forced to regroup under the questionable leadership of John Moxon, a second-string quarterback with a slightly irreverent approach to the game.","[{""id"": 579, ""name"": ""american football""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 1556, ""name"": ""texas""}, {""id"": 2920, ""name"": ""cheerleader""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 8508, ""name"": ""party""}, {""id"": 8635, ""name"": ""high school sports""}, {""id"": 33352, ""name"": ""police car""}, {""id"": 155169, ""name"": ""american football star""}, {""id"": 191222, ""name"": ""the big game""}]","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1999-01-15,0
2450,Howard the Duck,You will believe that a duck can talk.,A scientific experiment unknowingly brings extraterrestrial life forms to the Earth through a laser beam. First is the cigar smoking drake Howard from the duck's planet. A few kids try to keep him from the greedy scientists and help him back to his planet. But then a much less friendly being arrives through the beam...,"[{""id"": 1339, ""name"": ""duck""}, {""id"": 8012, ""name"": ""physicist""}, {""id"": 9739, ""name"": ""extraterrestrial""}, {""id"": 11500, ""name"": ""anthropomorphism""}, {""id"": 14909, ""name"": ""alien invasion""}, {""id"": 175629, ""name"": ""alternative reality""}]","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",1986-08-01,37000000
2457,Running Scared,Every bullet leaves a trail.,"After a drug-op gone bad, Joey Gazelle is put in charge of disposing the gun that shot a dirty cop. But things goes wrong for Joey after the neighbor kid stole the gun and used it to shoot his abusive father. Now Joey has to find the kid and the gun before the police and the mob find them first.","[{""id"": 6483, ""name"": ""ice hockey""}, {""id"": 12425, ""name"": ""racism""}, {""id"": 14576, ""name"": ""pedophile""}, {""id"": 14698, ""name"": ""throat slitting""}, {""id"": 15344, ""name"": ""shot in the stomach""}, {""id"": 154890, ""name"": ""head blown off""}, {""id"": 158927, ""name"": ""police investigation""}, {""id"": 163569, ""name"": ""pistol whip""}, {""id"": 167536, ""name"": ""shot in the shoulder""}, {""id"": 168531, ""name"": ""child uses gun""}, {""id"": 168534, ""name"": ""ankle holster""}, {""id"": 168539, ""name"": ""breaking finger""}]","[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2006-01-06,17000000
2469,Peggy Sue Got Married,"Knowing what you know now, what would you do differently?","Peggy Sue faints at a Highschool reunion. When she wakes up she finds herself in her own past, just before she finished school.","[{""id"": 4379, ""name"": ""time travel""}, {""id"": 161213, ""name"": ""high school reunion""}]","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",1986-10-05,18000000
2470,Crocodile Dundee,There's a little of him in all of us.,"When a New York reporter plucks crocodile hunter Dundee from the Australian Outback for a visit to the Big Apple, it's a clash of cultures and a recipe for good-natured comedy as naïve Dundee negotiates the concrete jungle. Dundee proves that his instincts are quite useful in the city and adeptly handles everything from wily muggers to high-society snoots without breaking a sweat.","[{""id"": 242, ""name"": ""new york""}, {""id"": 549, ""name"": ""prostitute""}, {""id"": 612, ""name"": ""hotel""}, {""id"": 736, ""name"": ""journalist""}, {""id"": 1463, ""name"": ""culture clash""}, {""id"": 1552, ""name"": ""subway""}, {""id"": 3185, ""name"": ""crocodile""}, {""id"": 3593, ""name"": ""wilderness""}, {""id"": 4728, ""name"": ""knife""}, {""id"": 5159, ""name"": ""tourist""}, {""id"": 5641, ""name"": ""limousine""}, {""id"": 8723, ""name"": ""poacher""}, {""id"": 14828, ""name"": ""city""}, {""id"": 193760, ""name"": ""australian outback""}, {""id"": 208662, ""name"": ""kangaroo""}]","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",1986-09-26,5000000
2471,Crocodile Dundee II,The world's favourite adventurer is back for more! much more!,Australian outback expert protects his New York love from gangsters who've followed her down under.,"[{""id"": 242, ""name"": ""new york""}, {""id"": 3185, ""name"": ""crocodile""}, {""id"": 5657, ""name"": ""australia""}, {""id"": 156849, ""name"": ""large knife""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",1988-05-19,0
2485,She's All That,These two opposites attract... but EVERYONE'S trying to keep them apart!,"High school hotshot Zach Siler is the envy of his peers. But his popularity declines sharply when his cheerleader girlfriend, Taylor, leaves him for sleazy reality-television star Brock Hudson. Desperate to revive his fading reputation, Siler agrees to a seemingly impossible challenge. He has six weeks to gain the trust of nerdy outcast Laney Boggs -- and help her to become the school's next prom queen.","[{""id"": 4656, ""name"": ""tv star""}, {""id"": 5135, ""name"": ""jeep""}, {""id"": 5605, ""name"": ""volleyball""}, {""id"": 9789, ""name"": ""misfit""}, {""id"": 10049, ""name"": ""teen angst""}, {""id"": 10275, ""name"": ""house party""}, {""id"": 11870, ""name"": ""teen movie""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 15216, ""name"": ""avant-garde""}, {""id"": 15402, ""name"": ""popularity""}, {""id"": 33873, ""name"": ""little people""}, {""id"": 33910, ""name"": ""high school student""}, {""id"": 165100, ""name"": ""young love""}, {""id"": 166229, ""name"": ""prom queen""}, {""id"": 166233, ""name"": ""pygmalion""}, {""id"": 166235, ""name"": ""clown makeup""}, {""id"": 166241, ""name"": ""performance art""}, {""id"": 166244, ""name"": ""beatboxing""}, {""id"": 166250, ""name"": ""self expression""}, {""id"": 166252, ""name"": ""tripping""}, {""id"": 166256, ""name"": ""pool cleaner""}]","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1999-01-29,10000000
2490,Payback,No More Mr. Nice Guy.,"With friends like these, who needs enemies? That's the question bad guy Porter is left asking after his wife and partner steal his heist money and leave him for dead -- or so they think. Five months and an endless reservoir of bitterness later, Porter's partners and the crooked cops on his tail learn how bad payback can be.","[{""id"": 242, ""name"": ""new york""}, {""id"": 2671, ""name"": ""heroin""}, {""id"": 10594, ""name"": ""money""}, {""id"": 15009, ""name"": ""criminal""}]","[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",1999-02-05,90000000
2491,Simply Irresistible,Magic opened up their hearts... Love did the rest.,"After her mother's death, mediocre chef Amanda Shelton is having trouble attracting customers to her family's restaurant. While shopping for ingredients, she is given a magical crab by mysterious Gene O'Reilly. Afterward, Amanda's dishes suddenly become excellent, inducing strong emotional reactions in everyone who eats them. Tom Bartlett, who is preparing to open his own eatery, tries her cooking and falls in love.","[{""id"": 1946, ""name"": ""restaurant""}, {""id"": 2081, ""name"": ""department store""}, {""id"": 3914, ""name"": ""kitchen""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9970, ""name"": ""crab""}, {""id"": 18293, ""name"": ""chef""}, {""id"": 209102, ""name"": ""irresistible""}]","[{""id"": 35, ""name"": ""Comedy""}]",1999-02-05,6000000
2492,20 Dates,A comedy so real you'll think it's fiction.,"Myles is divorced in L.A. He wants a love life and a film career. So he decides to go on 20 dates and find true love in front of a camera, making his first feature. His patient agent, Richard, finds a $60,000 investor, the shadowy Elie. Myles starts his search, sometimes telling his date she's being filmed, sometimes not. Elie wants sex and titillation, Myles wants it ""real."" Myles regularly talks with his old film teacher, Robert McKee, who wonders if love is possible in modern life. Half-way through the 20 dates, Myles meets Elisabeth; she's everything he desires and she likes him. Can he finish the 20 dates, satisfy Elie, and complete his film without losing Elisabeth?","[{""id"": 3979, ""name"": ""hidden camera""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 10328, ""name"": ""reality show""}, {""id"": 11800, ""name"": ""mockumentary""}]","[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",1998-01-01,0
2496,Blast from the Past,She'd never met anyone like him. He's never met anyone... Period.,"Following a bomb scare in the 1960s that locked the Webers into their bomb shelter for 35 years, Adam now ventures forth into Los Angeles to obtain food and supplies for his family, and a non-mutant wife for himself.","[{""id"": 1533, ""name"": ""isolation""}, {""id"": 1815, ""name"": ""atomic bomb""}, {""id"": 2321, ""name"": ""bunker""}, {""id"": 4917, ""name"": ""shelter""}]","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1999-02-12,35000000
2497,Message in a Bottle,A story of love lost and found.,"A woman finds a romantic letter in a bottle washed ashore and tracks down the author, a widowed shipbuilder whose wife died tragically early. As a deep and mutual attraction blossoms, the man struggles to make peace with his past so that he can move on and find happiness.","[{""id"": 544, ""name"": ""sailboat""}, {""id"": 1596, ""name"": ""anonymous letter""}, {""id"": 3180, ""name"": ""sailing""}, {""id"": 3452, ""name"": ""love letter""}, {""id"": 5344, ""name"": ""bottle""}]","[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",1999-02-22,80000000
2498,My Favorite Martian,The martian has landed. There goes the neighborhood.,"News producer, Tim O'Hara gets himself fired for unwillingly compromising his bosses' daughter during a live transmission. A little later, he witnesses the crashing of a small Martian spacecraft, realizing his one-time chance of delivering a story that will rock the earth. Since Tim took the original but scaled-down spaceship with him, the Martian follows him to retrieve it.","[{""id"": 9951, ""name"": ""alien""}, {""id"": 10539, ""name"": ""martian""}, {""id"": 10988, ""name"": ""based on tv series""}, {""id"": 11860, ""name"": ""fish out of water""}]","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",1999-02-11,65000000
2500,Jawbreaker,Suck it and see...,"3 of Reagan High School's most popular girls pretend to kidnap their friend by shoving a jawbreaker into the victim's mouth to keep her from screaming. Their plan goes awry when the girl swallows the jawbreaker, choking to death. Now the leader of the pack will do anything to keep the accident a secret.","[{""id"": 718, ""name"": ""confession""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 3030, ""name"": ""nightmare""}, {""id"": 3734, ""name"": ""ambition""}, {""id"": 4044, ""name"": ""groupie""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 7289, ""name"": ""cafeteria""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10266, ""name"": ""prom""}, {""id"": 10877, ""name"": ""dead body""}, {""id"": 13043, ""name"": ""dating""}, {""id"": 15479, ""name"": ""fashion""}, {""id"": 18001, ""name"": ""rock band""}, {""id"": 18020, ""name"": ""fantasy sequence""}, {""id"": 18512, ""name"": ""slow motion""}, {""id"": 33507, ""name"": ""multiple identities""}, {""id"": 33922, ""name"": ""pop music""}, {""id"": 34130, ""name"": ""makeover""}, {""id"": 162875, ""name"": ""polaroid camera""}, {""id"": 170418, ""name"": ""public humiliation""}, {""id"": 171556, ""name"": ""social outcast""}, {""id"": 188947, ""name"": ""sidekick""}, {""id"": 196645, ""name"": ""prank gone wrong""}, {""id"": 197077, ""name"": ""cliques""}, {""id"": 197092, ""name"": ""social climbing""}, {""id"": 197094, ""name"": ""back stabbing""}, {""id"": 197106, ""name"": ""dead teenager""}, {""id"": 197107, ""name"": ""goth girls""}]","[{""id"": 35, ""name"": ""Comedy""}]",1999-01-30,3000000
2502,Office Space,Work sucks.,Three office workers strike back at their evil employers by hatching a hapless attempt to embezzle money.,"[{""id"": 10532, ""name"": ""suburbia""}, {""id"": 33471, ""name"": ""downsizing""}, {""id"": 167499, ""name"": ""software engineer""}, {""id"": 167506, ""name"": ""burnout""}, {""id"": 167507, ""name"": ""dallas texas""}, {""id"": 167510, ""name"": ""beach resort""}, {""id"": 167516, ""name"": ""coworker relationship""}, {""id"": 167519, ""name"": ""laziness""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 232700, ""name"": ""business rivalry""}]","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",1999-02-19,10000000
2504,200 Cigarettes,It's 11:59 on New Years Eve... do you know where your date is?,"A collection of twentysomethings try to cope with relationships, loneliness, desire and their individual neuroses.","[{""id"": 613, ""name"": ""new year's eve""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 199856, ""name"": ""lower east side""}]","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1999-02-26,6000000
2505,8MM,You can't prepare for where the truth will take you.,"A small, seemingly innocuous plastic reel of film leads surveillance specialist Tom Welles down an increasingly dark and frightening path. With the help of the streetwise Max, he relentlessly follows a bizarre trail of evidence to determine the fate of a complete stranger. As his work turns into obsession, he drifts farther and farther away from his wife, family and simple life as a small-town PI.","[{""id"": 445, ""name"": ""pornography""}, {""id"": 2727, ""name"": ""porn actor""}, {""id"": 6381, ""name"": ""loss of daughter""}, {""id"": 6443, ""name"": ""child pornography""}, {""id"": 11168, ""name"": ""private investigator""}, {""id"": 155418, ""name"": ""subculture""}, {""id"": 155790, ""name"": ""private detective""}]","[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",1999-02-26,40000000
2513,Pet Sematary,Sometimes dead is better.,"Dr. Louis Creed's family moves into the country house of their dreams and discover a pet cemetery at the back of their property. The cursed burial ground deep in the woods brings the dead back to life -- with ""minor"" problems. At first, only the family's cat makes the return trip, but an accident forces a heartbroken father to contemplate the unthinkable.","[{""id"": 1909, ""name"": ""coffin""}, {""id"": 2551, ""name"": ""pet""}, {""id"": 3739, ""name"": ""funeral""}, {""id"": 6350, ""name"": ""head injury""}, {""id"": 9872, ""name"": ""grief""}, {""id"": 18127, ""name"": ""new neighbor""}, {""id"": 157488, ""name"": ""pet cemetery""}, {""id"": 157490, ""name"": ""dead cat""}, {""id"": 157492, ""name"": ""death of patient""}, {""id"": 157495, ""name"": ""loss of pet""}, {""id"": 157496, ""name"": ""dead lover""}, {""id"": 157499, ""name"": ""mother son relationship""}, {""id"": 162181, ""name"": ""hit by truck""}, {""id"": 162846, ""name"": ""ghost""}, {""id"": 171247, ""name"": ""grave robbing""}, {""id"": 173099, ""name"": ""indian burial ground""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 192865, ""name"": ""burial ground""}]","[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",1989-04-21,11500000
2526,Meteor,There's No Place On Earth To Hide!,"After a collision with a comet, a nearly 8km wide piece of the asteroid ""Orpheus"" is heading towards Earth. If it will hit it will cause a incredible catastrophe which will probably extinguish mankind. To stop the meteor NASA wants to use the illegal nuclear weapon satellite ""Hercules"" but discovers soon that it doesn't have enough fire power. Their only chance to save the world is to join forces with the USSR who have also launched such an illegal satellite. But will both governments agree?","[{""id"": 5404, ""name"": ""meteor""}, {""id"": 10617, ""name"": ""disaster""}, {""id"": 189411, ""name"": ""disaster film""}, {""id"": 199076, ""name"": ""disaster movie""}]","[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",1979-10-19,0
2528,Logan's Run,The only thing you can't have in Logan's world is your 30th birthday. Unless you run away.,"An idyllic sci-fi future has one major drawback: All citizens get a chance of being 'renewed' in a Civic Ceremony at their 30th birthday, unless they run and escape before their time comes.","[{""id"": 293, ""name"": ""female nudity""}, {""id"": 1373, ""name"": ""killer robot""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 3469, ""name"": ""utopia""}, {""id"": 3822, ""name"": ""teleportation""}, {""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 4585, ""name"": ""plastic surgery""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 10718, ""name"": ""fugitive""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 157263, ""name"": ""domed city""}, {""id"": 162988, ""name"": ""dystopic future""}, {""id"": 178712, ""name"": ""totalitarianism""}, {""id"": 208085, ""name"": ""population control""}]","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]",1976-06-23,9000000
2529,Planet of the Apes,You'll be sorry you were ever born human,"After a spectacular crash-landing on an uncharted planet, brash astronaut Leo Davidson finds himself trapped in a savage world where talking apes dominate the human race. Desperate to find a way home, Leo must evade the invincible gorilla army led by Ruthless General Thade.","[{""id"": 690, ""name"": ""gorilla""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 1828, ""name"": ""space suit""}, {""id"": 2020, ""name"": ""revolution""}, {""id"": 2552, ""name"": ""chimp""}, {""id"": 2831, ""name"": ""slavery""}, {""id"": 3801, ""name"": ""space travel""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 10158, ""name"": ""alien planet""}, {""id"": 14759, ""name"": ""ape""}, {""id"": 207569, ""name"": ""human subjugation""}]","[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",2001-07-25,100000000
